F_0,tau_V,MSD(2500),stdv MSD(2500),MSRD(500),stdv MSRD(500),MSRD(1000),stdv MSRD(1000),MSRD(2500),stdv MSRD(2500),MSRD diffusivity exponent,shape factor, stdv shape factor,aspect ratio,stdv aspect ratio,T1 rate,stdv T1 rate,P(l<l_c),stdv P(l<l_c),trapped edge lifetime,stdv trapped edge lifetime,T1 success rate,stdv T1 success rate,v^2,stdv v^2,correlation length,stdv correlation length,tau_eff,stdv tau_eff
0.06,1.0,0.2770390565566969,0.024641237317756783,0.07130969871476171,0.0015872197092337344,0.08695116716528298,0.0034760591609770373,0.12209848368961636,0.007135107212896892,0.4089784531151404,3.774274761606697,0.0010606078977401145,1.2244739276790342,0.0023258891969917556,0.00010120000000000001,7.237556370918449e-6,0.0,0.0,0.0,0.0,1.0,0.0,0.003799390228788771,2.414351997434336e-6,0.3674287595384696,0.005446075147595647,0.10700316346265479,0.010113447760491287
0.06,2.0,1.2745360765204237,0.18571842578855097,0.2470331575316207,0.013397719001743733,0.3920942298289038,0.026685709118613822,0.8220386962427643,0.07076091264420133,0.8654178531169406,3.8013658460144244,0.0008137854814250468,1.2836173459588989,0.001494223161395291,0.00092196,3.873990764630763e-5,0.0,0.0,0.0,0.0,0.9981238799459747,0.002685560548652671,0.0032491192991054253,2.9739998641349588e-6,0.4187557006901096,0.006066799956711337,0.23868718084019816,0.011814811023880612
0.06,5.0,10.692270468716854,0.8839168183091773,2.013698157309645,0.07427873660529731,4.260186157697166,0.19590292428707343,12.142513751296619,0.5287159806351107,1.1602816933161744,3.852061656250304,0.0004066439728347866,1.3750732416822369,0.0007440907583734105,0.00564154,5.558265516827666e-5,0.0,0.0,0.0,0.0,0.9988657516120766,0.0007772936438218734,0.0025170876761636467,4.876367337690099e-6,0.4984959596266873,0.005955003624399606,0.8085839582815532,0.018856230313497566
0.06,10.0,24.309855442051262,1.2820898435929402,5.296778452057666,0.15257132179139263,11.967586717793665,0.38964039426198627,35.31047696234189,1.1809428202840975,1.1366618808364721,3.8811865642324177,0.0003981312063725928,1.4269035586163887,0.0008991019241622867,0.0096118,5.638959714935624e-5,0.0,0.0,0.0,0.0,0.999648637167317,0.00037082517608877727,0.002052405025372151,5.264000131775885e-6,0.5763063623334721,0.01868695102499765,2.165227470286767,0.01959258145935461
0.06,20.0,50.16833404440116,2.384552024637991,11.402571560208342,0.29185214004000354,27.025564790730083,0.8766814858868711,79.87361882344872,3.0803800913007096,1.1250999268394533,3.9053589419440833,0.0003778429314579799,1.4702586951425842,0.0007865338649260532,0.01244982,6.294077992667216e-5,0.0,0.0,1.3444474321056e-5,4.251516079818283e-5,0.9997279565440683,0.00031510906868304145,0.0016919530478513886,6.1183625921581415e-6,0.6752229231626614,0.011422792385534463,5.362913195799164,0.025732542215272703
0.06,50.0,111.27238475469966,2.9718859907803186,25.682331404553377,0.7499079103978736,64.39248434531069,1.8375652512547664,189.92885218477699,6.771499133228584,1.122117634661549,3.929788681570205,0.0004162942987208127,1.514831882765486,0.0009715422456811512,0.01418636,8.683546638454962e-5,3.3333333333333334e-9,1.0540925533894598e-8,1.180637544273555e-5,3.733503731012319e-5,0.999595711948318,0.0005109950781229974,0.0013574530646392306,8.126700954697868e-6,0.8099424723583883,0.022695074593156613,15.407859231075657,0.06307007252533667
0.06,100.0,190.41137874750862,10.401843870575082,41.198149824272974,1.6075805373725645,109.15890703944665,4.006940993975248,328.21143962742104,14.017210213960603,1.1109511108989198,3.9433847110788065,0.0005270078425610997,1.5409515845153903,0.00119011571161689,0.0145108,0.00010413815609830801,0.0,0.0,0.0,0.0,0.9998621970265222,0.00011881048411509351,0.0012057979103924392,1.220160933154687e-5,0.9120552643366017,0.029176668258589843,31.97181660544142,0.21814831426741838
0.06,200.0,314.45907559127227,25.752187167083903,58.87006922663211,3.4757156205099315,169.25494693237414,11.359819035129545,533.9313931318939,34.37267481332887,1.1483120346224696,3.9530848212226366,0.0007031194546896094,1.5596770923979588,0.001380498489197587,0.014480199999999999,0.00014823018136218632,6.6666666666666685e-9,1.4054567378526132e-8,3.3589759111585237e-5,7.562629314289623e-5,0.999810741373123,0.00018984868118695372,0.0011271846015491766,1.6635117669124704e-5,1.0387587800067795,0.04937828619961459,58.820432682119765,0.46661709074250945
0.06,500.0,580.991189331523,25.835792482586026,82.43840988781118,2.767061240384258,272.9020040999575,9.166472151161303,991.6861219221964,35.94675655561573,1.25561148658475,3.961048643630414,0.0010725177219672321,1.5758991915060605,0.00229864089363429,0.014429059999999999,0.0002468534256958525,0.0,0.0,0.0,0.0,0.9997555957395567,0.0002406628360210497,0.001123950136646616,2.214024778831653e-5,1.1970114698416174,0.08249868244738685,119.99114226098764,0.45660263908430865
0.06,1000.0,816.2027958950189,64.3146463435506,93.85983095793208,5.7242499368774915,334.78813215298277,24.221910922067885,1385.3498734141153,94.51864682405387,1.4109517524808,3.964955457317141,0.0009769150054369368,1.583700682070203,0.0022564163758838417,0.01451957777777778,0.00026624288618561147,0.0,0.0,0.0,0.0,0.9998427794683329,0.00016694223735133114,0.0011449995582459307,3.816226950759481e-5,1.248904933139665,0.06671522614626396,183.09641940364233,0.7283184820076762
0.075,0.1,0.04187149385175504,0.01910546729288569,0.009712334228846667,0.00011164263876066135,0.009847025637826025,0.00015987730399220795,0.01004148762440266,0.0002924804898812661,0.04000163971783866,3.7653891676442264,0.0017370790458869914,1.1987551302323673,0.005384404982639664,5.199999999999999e-7,3.6757463338907254e-7,0.0,0.0,0.0,0.0,1.0,NaN,0.007639647197812541,2.791088551565792e-6,0.28072896669745606,0.004165670712298677,0.018407828504769404,0.005187099768106938
0.075,0.5,0.22333177337504898,0.03484241001277991,0.057191721717968984,0.0011398699634486056,0.06927952936266014,0.001927068652606375,0.09859169041773871,0.005557499802820281,0.42109897769518473,3.771542984371448,0.0017254592854097223,1.2164951679248075,0.004139421899636086,6.384e-5,5.293853878686953e-6,0.0,0.0,0.0,0.0,0.9900221650221651,0.016269059243563,0.006661363507070632,2.6039246089284244e-6,0.3320372038991375,0.00544064535705336,0.0673277402013599,0.007730801993307697
0.075,1.0,0.8387076635344786,0.09162214794646031,0.1812935033133099,0.013950632760831172,0.26698226110839696,0.0302091821386914,0.5011271967455831,0.07735689429364326,0.7420452219024619,3.792221646532597,0.001258560896584532,1.2639813766809616,0.0022582120074877447,0.0006533600000000001,4.714439285617938e-5,0.0,0.0,0.0,0.0,0.9959487058954875,0.004583100375222045,0.005957593235261085,3.487885845552198e-6,0.36945091624094706,0.003973329021064813,0.1458540000909055,0.00858061043378228
0.075,2.0,6.888212094409113,0.37857932367492403,1.4182400053703488,0.036470750913877525,2.8962675628551664,0.08700684378593665,8.02821714012969,0.28976569225907806,1.1579554857414716,3.8386759337432244,0.0003678123505222204,1.348188256561923,0.000662271300509755,0.0051083000000000005,3.883357653714972e-5,0.0,0.0,3.3244680851063356e-5,0.00010512891157474516,0.9980322854636997,0.0013503914981926103,0.005150004963179465,5.025828010034056e-6,0.4096762540630558,0.007161660523738722,0.3096068717204107,0.012722586572295394
0.075,5.0,27.625639072478013,0.8169026540185542,7.156361742160791,0.1695201055987993,15.913952993781846,0.32289344670940073,44.5604432877827,1.4083391614556757,1.0961862667630728,3.8862893436827646,0.0003382059632663736,1.431354398302521,0.0006805445962949761,0.014306439999999998,7.660187407048932e-5,0.0,0.0,0.0,0.0,0.9994288323185954,0.0003067774359112595,0.004116046739381164,4.205770091842104e-6,0.48318226950907406,0.008171209775803108,1.2376713442142349,0.014359449949789039
0.075,10.0,61.074564614947356,3.012555370044515,16.887066464485937,0.38876348034329256,37.92279709270047,0.8650857217274882,106.2097169393477,3.740834122484555,1.0970506277057182,3.9152779433840665,0.00032362836094740506,1.4811847067113355,0.0006731703188375801,0.02039716,8.748474406686302e-5,0.0,0.0,0.0,0.0,0.9997405038997224,0.00011251794597957497,0.0034857857377217105,5.94059633435873e-6,0.5449843243909026,0.010709224919655687,3.066612787748285,0.01574912976557945
0.075,20.0,114.02278008315076,6.275919271800775,32.84499742090122,0.8942741837156246,74.31128821686994,2.4198826878603468,205.51736664842525,9.166205781131778,1.0743797157164428,3.937779466048242,0.0005060659086708198,1.5197348940133142,0.0008888789304187573,0.024143380000000002,8.707235560791483e-5,0.0,0.0,0.0,0.0,0.9995848488675059,0.0003122922521474168,0.002995998648900989,1.0968312672200011e-5,0.6110135696508268,0.013009121079129998,6.726244399834868,0.021798736304102076
0.075,50.0,234.39479408673964,10.81275633958887,68.28438370188832,1.68782249884374,158.1095185539663,6.616566791603082,432.8621283061316,17.155146901287637,1.0520066724942088,3.9595051957609506,0.0003730245337516193,1.5586100314999678,0.0008095479598399988,0.026138979999999996,0.00012270968267509398,2.733333333333333e-7,5.335184863794712e-7,0.0007115899992604313,0.0014278299627562337,0.999831578665266,0.00013741190768053378,0.002570341910089668,1.864218932388086e-5,0.72096360909337,0.019618377251610242,16.956741401456707,0.058247055906868156
0.075,100.0,392.2811337130538,13.381288675738729,105.09781856565633,4.318170934903941,254.41266610048362,11.777710728493934,716.62050789403,24.683962185559277,1.0903540836614865,3.9699747797597253,0.0007552298116161459,1.5784519439396547,0.0017089194310162344,0.026214579999999998,0.0001595843058281943,6.433333333333335e-7,1.3315775476599546e-6,0.0016554991228481142,0.0032224205751803605,0.9998058631166987,0.00014094614554432844,0.002379675904674838,2.769501506680579e-5,0.809352378510952,0.02796558738159613,31.950772615180195,0.1747748073926367
0.075,200.0,616.699415298071,18.804023111829846,149.12341229600548,3.7097892519190077,394.48009317958156,10.708799478105133,1171.0260068048428,38.177964669753266,1.1064802439356147,3.9769841902705525,0.0009142633512504896,1.591830427379424,0.0016401936373372377,0.026167377777777775,0.00024616672083050637,3.6296296296296297e-7,4.950994413146954e-7,0.0010131698554593689,0.0014758820049850813,0.9998083016581244,0.00015769521722351743,0.002305021955848583,3.7912274690748845e-5,0.8544431587262383,0.044940079839966326,53.48734528041269,0.5041549680887771
0.075,500.0,1141.4426107635927,76.11519053654885,202.25275354798308,6.524477552872987,612.9376851466745,27.220988678918633,2093.5375561458386,71.30023019871507,1.219899676163868,3.9821499922670833,0.00044727822323705277,1.601981906030486,0.0010567647540668467,0.025975619999999998,0.00020911356723082362,1.8000000000000002e-7,2.6814405562663747e-7,0.0004810948419761707,0.0007266430566692819,0.9997505058827624,0.0001719061331130895,0.0023288032661170415,4.105290288698823e-5,0.9810788053848732,0.07160577472405973,105.9882196559028,0.4006708729953426
0.075,1000.0,1608.5165282727219,87.84646196902655,228.3230389101303,5.64467396342931,741.5285442831959,22.489063189906126,2938.108964910061,67.5930245045645,1.4065594181597258,3.984327518164393,0.0001887263518386304,1.6057714264998597,0.0005992648530836066,0.025869355555555557,0.00028084764157417793,3.962962962962963e-7,4.903072858605116e-7,0.00120777125980889,0.0014005744635412262,0.9998641352830451,0.00011241973905325381,0.002342737538401297,5.0024500690867436e-5,1.0299592191727376,0.1728185578462479,184.97175007510617,0.9555182017118201
0.105,0.1,0.076387302492452,0.019334120912229653,0.01958763952775471,0.0004996223242295634,0.02038082147034101,0.0008708122503548709,0.02272585585794501,0.001359864991470361,0.17835187099751015,3.7680552840491606,0.0014249780810458943,1.2053053085552716,0.004050055221327683,4.24e-6,1.1226951698677806e-6,0.0,0.0,0.0,0.0,0.9375,0.1767766952966369,0.014980729814656799,4.321001399058375e-6,0.27864563016082694,0.004623820929305722,0.019514053778397232,0.004759948196039571
0.105,0.5,1.125067870967076,0.18168260756196017,0.25228797892539245,0.015234617605999104,0.4070465770217792,0.029282757766527702,0.8542051013075718,0.07506442628905556,0.8990123250844909,3.7979807712465123,0.0010295198368485286,1.2727569816460225,0.0018046865761339413,0.0011682600000000002,6.85707453008286e-5,0.0,0.0,0.00013262599469495706,0.0004194002201814728,0.9930771662096776,0.004852185741965531,0.013097853621269162,3.9756890741295705e-6,0.33306201389315954,0.006280932056281418,0.08139423993419344,0.0067517838915826115
0.105,1.0,10.350360081743895,0.5064933108425037,2.4751983990077195,0.04512354890735625,5.278166446165391,0.10256726550224804,14.74783190918741,0.27752310054663787,1.1081728483314528,3.8488409708044444,0.0002493190983989385,1.3627707977934334,0.0004697085119308991,0.008818839999999998,5.393904378503982e-5,0.0,0.0,0.0,0.0,0.9977160489590527,0.0010413050877046781,0.011794362340323623,9.128247909472827e-6,0.3655976178217328,0.009205389494392126,0.2057650801617236,0.007975226251141278
0.105,2.0,32.150051414611326,1.4106971536179835,9.337960125836993,0.13355247491442104,20.349024873834463,0.3886315284252837,55.636325096905395,2.2104696740682317,1.0801452878798992,3.8925051006760234,0.00020748880217650716,1.437599779225339,0.0004934895905204171,0.021619080000000002,6.299108931692938e-5,0.0,0.0,0.0,0.0,0.9990362612232623,0.00028926281967665195,0.010375439859080664,6.129664807013266e-6,0.3999470945001349,0.006270661930214933,0.5845718577970823,0.009170906602235046
0.105,5.0,92.16237199132246,2.8859664413657344,30.489372373403967,0.7243803107437711,65.2098102622958,1.8159083726905645,173.0289547818381,4.652142758685781,1.0575266964836114,3.941639463261312,0.00024214612575946268,1.5194652932721864,0.0005946585097195568,0.03888328,9.730046020217774e-5,1.0e-8,3.1622776601683785e-8,2.5464335094560477e-5,5.452473683652359e-5,0.9993836567760234,0.00022199708589016822,0.008708844513369684,1.4467505006028312e-5,0.4520679744313907,0.006540428516795465,1.8668153661029703,0.010296710131090642
0.105,10.0,175.05154506817814,8.464009032109612,59.80648995170406,1.2093299865776173,127.38579981859402,3.2417911776219017,332.95343942555417,14.131834691141075,1.0378398690015027,3.96994292833909,0.0002627951698367766,1.56555828919277,0.0005343785351010833,0.047643859999999996,0.00011273189630465929,2.933333333333333e-7,3.336294980593123e-7,0.0003636086949355799,0.00038282110147038205,0.9997131337357217,0.00017633641330576163,0.007716895472615277,1.8771452017679272e-5,0.49458110898606533,0.00802449789867548,3.9100299406075125,0.00836101927977622
0.105,20.0,302.0821427975281,5.080603050346714,104.77237795550039,1.384420939279456,223.23479004831668,3.4893850304573064,582.2571133748678,10.764237777448129,1.02105047420827,3.989861174889084,0.0008760425034382171,1.5984536303419246,0.0015213164192037264,0.051989766666666666,0.0001578911228241373,2.8722222222222226e-6,1.6570947356632821e-6,0.003765547842530248,0.002359463690451166,0.8748289180176556,0.35348427873803756,0.006920417229782838,1.7789029175268686e-5,0.539293085796894,0.0050654817446529506,7.748679293971449,0.022582580920501773
0.105,50.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.105,100.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.105,200.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.105,500.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.105,1000.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.135,0.1,0.12426026582525607,0.018620399163881092,0.03617308254447994,0.00044092822953428783,0.040992907197715395,0.0011632324655995693,0.052864382616431296,0.0031870089945163762,0.3331504847895589,3.7696877439544307,0.0012233039797152382,1.2092728871143752,0.003557109928220132,2.3880000000000002e-5,2.5977768272976116e-6,0.0,0.0,0.0,0.0,0.9662698412698413,0.05609619777417998,0.024432700660030456,6.523770519223884e-6,0.2770135075892648,0.0029100840010306194,0.02502666450293028,0.004516684591525013
0.135,0.5,8.92322340209137,0.20870235487961958,2.050767748586315,0.061976256660477,4.32539802859149,0.15269556674683465,12.132014929043141,0.2662381921912069,1.1441696062506568,3.8419437049360248,0.0001813814594291968,1.3485124430766917,0.00032618512468293677,0.00827224,4.4448002079833686e-5,0.0,0.0,0.0,0.0,0.9942691174634304,0.0016436805167078575,0.021331236918450396,8.119736543582038e-6,0.32925660780314325,0.0035562929117889447,0.11521606277988522,0.007061359125805366
0.135,1.0,30.120265059341992,1.0831212278781672,9.107575561068195,0.2687246515826259,19.619597378802755,0.6468258187432601,53.1917756146294,1.3189761315963808,1.064941208280912,3.8908721595394042,0.0003473346687749578,1.4318284897870197,0.0006951008105030406,0.024597420000000002,0.00010391263210558676,0.0,0.0,1.2453307077264774e-5,2.6253885671474332e-5,0.9975821529046704,0.00037071341433941656,0.01934025754266188,1.4372312875653519e-5,0.35759109762940317,0.0050006896413138675,0.31334240069059766,0.006769556814927883
0.135,2.0,74.2916667459124,1.5279359252471418,25.408349655376583,0.4446784500264337,53.914165385883024,0.8121150590513192,140.5792894903772,2.299813088647756,1.034521451114517,3.937627600948967,0.0002006548832444877,1.5091391782579127,0.0003852222981652546,0.04516932,0.00012054388596873903,3.666666666666667e-8,7.105900869030881e-8,4.114649751761901e-5,6.206529393332746e-5,0.9989060523471641,0.00036421325750754725,0.017317406988775666,1.177405015488533e-5,0.3869173753747503,0.00523090045660476,0.7578871323043542,0.0068474998505895805
0.135,5.0,187.25099710467958,6.1751465283774,67.3193037606499,0.6030900045389588,140.18321029959222,2.171430772684755,361.8835572909417,12.922318919406413,1.0275793384744702,3.9896048150317123,0.00017613142134229463,1.5917480225116276,0.00039444250878152874,0.06808235,0.00014468360554771226,1.0875e-6,3.737147286536863e-7,0.0010384546595227223,0.00036676974053442704,0.888572162155884,0.3332145758112865,0.014976838012821798,1.655396081881456e-5,0.43797239218192724,0.007536412603304066,2.150826762148258,0.009105849186349562
0.135,10.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.135,20.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.135,50.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.135,100.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.135,200.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.135,500.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.135,1000.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
